,flaw_geometry,flaw_orientation,flaw_location,flaw_theta,flaw_depth,flaw_length,K_r,L_r,K_r_allowable
0,thin_pipe,circumferential,embedded,90,14.8,1,0.21598893972169628,0.6120011635186455,0.9052076413873156
1,thin_pipe,circumferential,embedded,90,14.8,5,0.2537609258143426,0.8803024922180062,0.7537970784598779
2,thin_pipe,circumferential,embedded,90,12.100000000000001,10,0.2632167965695899,1.0904761360999584,0.2669410772800144
3,thin_pipe,circumferential,embedded,90,9.0,15,0.3085474800794387,1.0718649473698199,0.31738867997787573
4,thin_pipe,circumferential,embedded,90,7.5,20,0.34101924320292265,1.062865868872635,0.34546795130212776
5,thin_pipe,circumferential,embedded,90,6.6000000000000005,25,0.35488854534702013,1.0557243820574036,0.3697031927516786
6,thin_pipe,circumferential,embedded,90,6.0,30,0.3598857745684605,1.0499193100564523,0.39077917284184716
7,thin_pipe,circumferential,embedded,90,5.6000000000000005,35,0.3616487317920099,1.0489686148127744,0.3943550641243182
8,thin_pipe,circumferential,embedded,90,5.300000000000001,40,0.3616192671712049,1.0481641794669312,0.397410025065161
9,thin_pipe,circumferential,embedded,90,4.9,50,0.360729783727679,1.0499753431272252,0.3905699828504051
10,thin_pipe,circumferential,embedded,90,4.6000000000000005,60,0.3582970901166673,1.0458928312559108,0.40617088982375715
11,thin_pipe,circumferential,embedded,90,4.300000000000001,80,0.36059984513251414,1.0533578625722215,0.37813794035244286
12,thin_pipe,circumferential,embedded,90,4.1,100,0.3648280781600207,1.0547178050289707,0.3732662220804746
13,thin_pipe,circumferential,embedded,90,3.9000000000000004,120,0.36768391629423414,1.042838267561909,0.41829714007862023
14,thin_pipe,circumferential,embedded,90,3.8000000000000003,150,0.3847452326379935,1.0500638412925007,0.39023958992027846
15,thin_pipe,circumferential,embedded,90,3.6,180,0.3962051640738268,1.028158179439363,0.4823849318779422
16,thin_pipe,circumferential,embedded,90,3.6,200,0.41578889923024226,1.0372021446689956,0.44172432426244573
